2021-06-16 21:18:53,768 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:18:56,499 | INFO | cocotb | Step 1
2021-06-16 21:18:56,507 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:18:56,508 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:18:58,625 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:18:58,655 | INFO | cocotb | Step 2
2021-06-16 21:18:58,656 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:18:58,663 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:00,428 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:00,451 | INFO | cocotb | Step 3
2021-06-16 21:19:00,453 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:00,459 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:02,102 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:02,126 | INFO | cocotb | Step 4
2021-06-16 21:19:02,128 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:02,128 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:03,197 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:03,211 | INFO | cocotb | Step 5
2021-06-16 21:19:03,214 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:03,216 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:04,570 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:04,599 | INFO | cocotb | Step 6
2021-06-16 21:19:04,601 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:04,601 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:05,750 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:05,767 | INFO | cocotb | Step 7
2021-06-16 21:19:05,770 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:05,776 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:07,212 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:07,230 | INFO | cocotb | Step 8
2021-06-16 21:19:07,231 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:07,232 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:09,056 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:09,092 | INFO | cocotb | Step 9
2021-06-16 21:19:09,094 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:09,095 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:09,726 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:09,733 | INFO | cocotb | Step 10
2021-06-16 21:19:09,735 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:09,735 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:10,463 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:10,474 | INFO | cocotb | Step 11
2021-06-16 21:19:10,476 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:10,476 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:11,116 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:11,128 | INFO | cocotb | Step 12
2021-06-16 21:19:11,130 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:11,130 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:12,956 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:12,979 | INFO | cocotb | Step 13
2021-06-16 21:19:12,981 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:12,981 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:14,843 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:14,865 | INFO | cocotb | Step 14
2021-06-16 21:19:14,867 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:14,867 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:16,592 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:16,614 | INFO | cocotb | Step 15
2021-06-16 21:19:16,616 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:16,617 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:16,638 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:16,639 | INFO | cocotb | Step 16
2021-06-16 21:19:16,642 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:16,643 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:18,683 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:18,711 | INFO | cocotb | Step 17
2021-06-16 21:19:18,713 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:18,713 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:19,338 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:19,354 | INFO | cocotb | Step 18
2021-06-16 21:19:19,358 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:19,359 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:21,149 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:21,172 | INFO | cocotb | Step 19
2021-06-16 21:19:21,175 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:21,178 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:21,529 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:21,533 | INFO | cocotb | Step 20
2021-06-16 21:19:21,534 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:21,534 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:22,143 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:22,151 | INFO | cocotb | Step 21
2021-06-16 21:19:22,152 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:22,153 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:23,920 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:23,943 | INFO | cocotb | Step 22
2021-06-16 21:19:23,945 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:23,946 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:25,194 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:25,210 | INFO | cocotb | Step 23
2021-06-16 21:19:25,212 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:25,212 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:26,911 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:26,932 | INFO | cocotb | Step 24
2021-06-16 21:19:26,935 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:26,935 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:27,554 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:27,562 | INFO | cocotb | Step 25
2021-06-16 21:19:27,564 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:27,564 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:27,935 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:27,943 | INFO | cocotb | Step 26
2021-06-16 21:19:27,945 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:27,946 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:28,353 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:28,359 | INFO | cocotb | Step 27
2021-06-16 21:19:28,361 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:28,363 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:28,876 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:28,883 | INFO | cocotb | Step 28
2021-06-16 21:19:28,884 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:28,885 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:30,749 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:30,773 | INFO | cocotb | Step 29
2021-06-16 21:19:30,779 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:30,779 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:32,715 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:32,742 | INFO | cocotb | Step 30
2021-06-16 21:19:32,746 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:32,747 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:34,180 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:34,197 | INFO | cocotb | Step 31
2021-06-16 21:19:34,199 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:34,199 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:34,430 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:34,433 | INFO | cocotb | Step 32
2021-06-16 21:19:34,434 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:34,435 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:35,115 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:35,125 | INFO | cocotb | Step 33
2021-06-16 21:19:35,127 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:35,127 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:36,289 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:36,309 | INFO | cocotb | Step 34
2021-06-16 21:19:36,313 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:36,314 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:36,568 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:36,572 | INFO | cocotb | Step 35
2021-06-16 21:19:36,574 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:36,575 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:38,044 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:38,062 | INFO | cocotb | Step 36
2021-06-16 21:19:38,064 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:38,064 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:39,132 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:39,145 | INFO | cocotb | Step 37
2021-06-16 21:19:39,147 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:39,147 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:40,169 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:40,183 | INFO | cocotb | Step 38
2021-06-16 21:19:40,185 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:40,185 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:41,868 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:41,893 | INFO | cocotb | Step 39
2021-06-16 21:19:41,895 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:41,895 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:43,570 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:43,598 | INFO | cocotb | Step 40
2021-06-16 21:19:43,600 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:43,600 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:43,799 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:43,802 | INFO | cocotb | Step 41
2021-06-16 21:19:43,805 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:43,805 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:44,787 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:44,800 | INFO | cocotb | Step 42
2021-06-16 21:19:44,802 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:44,802 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:46,711 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:46,735 | INFO | cocotb | Step 43
2021-06-16 21:19:46,737 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:46,737 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:48,749 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:48,774 | INFO | cocotb | Step 44
2021-06-16 21:19:48,781 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:48,781 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:50,202 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:50,221 | INFO | cocotb | Step 45
2021-06-16 21:19:50,229 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:50,229 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:51,539 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:51,558 | INFO | cocotb | Step 46
2021-06-16 21:19:51,561 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:51,561 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:53,185 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:53,204 | INFO | cocotb | Step 47
2021-06-16 21:19:53,205 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:53,206 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:54,739 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:54,758 | INFO | cocotb | Step 48
2021-06-16 21:19:54,761 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:54,761 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:55,466 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:55,477 | INFO | cocotb | Step 49
2021-06-16 21:19:55,480 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:55,480 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:57,236 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:57,264 | INFO | cocotb | Step 50
2021-06-16 21:19:57,266 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:57,267 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:58,580 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:58,596 | INFO | cocotb | Step 51
2021-06-16 21:19:58,598 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:58,598 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:58,620 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:58,620 | INFO | cocotb | Step 52
2021-06-16 21:19:58,622 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:58,622 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:19:59,561 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:19:59,572 | INFO | cocotb | Step 53
2021-06-16 21:19:59,575 | INFO | cocotb | Waiting for rl step after rl reset 
2021-06-16 21:19:59,575 | INFO | cocotb | Waiting for actions from rl step 
2021-06-16 21:20:01,520 | INFO | cocotb | Waiting for rl step or rl reset 
2021-06-16 21:20:01,546 | INFO | cocotb | Step 54
